bank_id,legal_name,web_address,total_assets_thousands,total_deposits_thousands,net_income_thousands,hq_city,hq_state,total_branches,thalux_asset_tier,extracted_at
15701,The Seymour Bank,seymourbank.com,224965,185675,583,Seymour,Missouri,3,Tier 1: Community Bank,2026-06-26T14:42:54Z
15703,Town & Country Bank and Trust Company,www.mytcbt.bank,432103,377873,1358,Bardstown,Kentucky,5,Tier 1: Community Bank,2026-06-26T14:42:54Z
15708,"The Casey County Bank, Inc.",www.caseybank.com,473804,337347,1529,Liberty,Kentucky,5,Tier 1: Community Bank,2026-06-26T14:42:54Z
15728,"Dakota Community Bank & Trust, National Association",www.dakotacommunitybank.com,1387693,1247802,6138,Hebron,North Dakota,13,Tier 2: Regional Bank,2026-06-26T14:42:54Z
15729,Partners Bank,www.mypartners.bank,404085,346250,1063,Helena,Arkansas,10,Tier 1: Community Bank,2026-06-26T14:42:54Z
15731,Security Bank of Texas,www.secbank.net,168979,146535,354,Crawford,Texas,4,Tier 1: Community Bank,2026-06-26T14:42:54Z
15734,Security Savings Bank,www.bankwithssb.com,549613,490064,1216,Canton,South Dakota,8,Tier 1: Community Bank,2026-06-26T14:42:54Z
15741,Commercial Bank of Mott,http://www.cbmott.com,145733,121953,607,Mott,North Dakota,1,Tier 1: Community Bank,2026-06-26T14:42:54Z
15749,The Security State Bank,www.thesecuritystatebank.com,61776,49486,312,Emery,South Dakota,2,Tier 1: Community Bank,2026-06-26T14:42:54Z
15751,Flat Branch Bank,www.flatbranchbank.com,93298,79588,-599,Richmond,Missouri,2,Tier 1: Community Bank,2026-06-26T14:42:54Z
15752,First State Bank,WWW.FIRSTSTATEBANK.BIZ,1578856,1309976,4800,Mendota,Illinois,20,Tier 2: Regional Bank,2026-06-26T14:42:54Z
15760,Citizens National Bank of Albion,www.cnbalbion.bank,353381,289407,1276,Albion,Illinois,5,Tier 1: Community Bank,2026-06-26T14:42:54Z
15762,First American Bank,www.fabstonewall.com,36111,31432,112,Stonewall,Oklahoma,1,Tier 1: Community Bank,2026-06-26T14:42:54Z
15763,FIRST NATIONAL BANK OF NOKOMIS,https://www.fnbnokomis.com,182740,162213,527,Nokomis,Illinois,4,Tier 1: Community Bank,2026-06-26T14:42:54Z
15771,Northeast Georgia Bank,www.northeastgabank.com,650820,566618,4170,Lavonia,Georgia,9,Tier 1: Community Bank,2026-06-26T14:42:54Z
15772,Mediapolis Savings Bank,www.gomsb.bank,272632,232032,910,Mediapolis,Iowa,5,Tier 1: Community Bank,2026-06-26T14:42:54Z
15778,Grant County Bank,https://www.grantcobank.com,59274,50007,-11,Medford,Oklahoma,1,Tier 1: Community Bank,2026-06-26T14:42:54Z
15779,The Farmers & Merchants Bank,http://www.fmberlin.com,949001,822608,2829,Berlin,Wisconsin,2,Tier 1: Community Bank,2026-06-26T14:42:54Z
15784,"The Stock Exchange Bank, Caldwell, Kansas",www.stockxbank.com,94525,86701,335,Caldwell,Kansas,2,Tier 1: Community Bank,2026-06-26T14:42:54Z
15792,Peoples Bank of Moniteau County,www.pbomc.com,84349,74319,287,Jamestown,Missouri,2,Tier 1: Community Bank,2026-06-26T14:42:54Z
15797,Broadway National Bank,www.broadway.bank,5740527,5196036,22040,San Antonio,Texas,33,Tier 2: Regional Bank,2026-06-26T14:42:54Z
15799,Premier Community Bank,www.premiercommunity.com,562240,495374,786,Marion,Wisconsin,11,Tier 1: Community Bank,2026-06-26T14:42:54Z
15801,Farmers and Merchants Bank,www.fmbms.com,567075,486424,2406,Baldwyn,Mississippi,12,Tier 1: Community Bank,2026-06-26T14:42:54Z
15808,Iowa State Bank,http://www.iowastatebanks.com,464326,378580,1680,Des Moines,Iowa,5,Tier 1: Community Bank,2026-06-26T14:42:54Z
15809,Security State Bank & Trust,https://www.ssbtexas.com,1981114,1738414,9959,Fredericksburg,Texas,22,Tier 2: Regional Bank,2026-06-26T14:42:54Z
15815,Central Bank & Trust Co.,www.centralbank.com,3992204,3114713,12189,Lexington,Kentucky,28,Tier 2: Regional Bank,2026-06-26T14:42:54Z
15820,Red River State Bank,www.redriverbank.com,120156,102414,631,Halstad,Minnesota,2,Tier 1: Community Bank,2026-06-26T14:42:54Z
15826,The Claxton Bank,www.tcbga.bank,294765,251139,93,Bellville,Georgia,4,Tier 1: Community Bank,2026-06-26T14:42:54Z
15839,Security State Bank,bankssb.com,114750,84985,619,Algona,Iowa,4,Tier 1: Community Bank,2026-06-26T14:42:54Z
15847,Sunrise Bank Dakota,http://www.mysunrisebank.com,61935,54369,127,Onida,South Dakota,1,Tier 1: Community Bank,2026-06-26T14:42:54Z
15853,The Farmers State Bank,www.fsbfairview.com,25183,21968,91,Fairview,Kansas,1,Tier 1: Community Bank,2026-06-26T14:42:54Z
15871,The Peoples Bank,WWW.PEOPLESRIPLEY.COM,582218,524046,1463,Ripley,Mississippi,6,Tier 1: Community Bank,2026-06-26T14:42:54Z
15873,Milledgeville State Bank,WWW.MILLEDGEVILLEBANK.COM,212671,169334,519,Milledgeville,Illinois,1,Tier 1: Community Bank,2026-06-26T14:42:54Z
15883,DeMotte State Bank,http://www.netdsb.com,606156,501689,1292,Demotte,Indiana,10,Tier 1: Community Bank,2026-06-26T14:42:54Z
15898,First State Bank of Livingston,www.fsblivingston.bank,724360,631038,1723,Livingston,Texas,8,Tier 1: Community Bank,2026-06-26T14:42:54Z
15899,Fusion Bank,www.fusion.bank,233583,174253,1069,Larned,Kansas,3,Tier 1: Community Bank,2026-06-26T14:42:54Z
15904,The Four County Bank,THEFOURCOUNTYBANK.COM,89515,78341,407,Allentown,Georgia,1,Tier 1: Community Bank,2026-06-26T14:42:54Z
15908,Union State Bank,www.usbcc.com,199094,168425,452,Clay Center,Kansas,4,Tier 1: Community Bank,2026-06-26T14:42:54Z
15912,Ives Bank,www.ivesbank.com,1694155,1353280,4262,Danbury,Connecticut,16,Tier 2: Regional Bank,2026-06-26T14:42:54Z
15913,First Community Bank and Trust,www.firstcbt.bank,202541,170908,880,Beecher,Illinois,2,Tier 1: Community Bank,2026-06-26T14:42:54Z
15930,Maxwell State Bank,www.maxwellstate.com,28059,24574,-237,Maxwell,Iowa,1,Tier 1: Community Bank,2026-06-26T14:42:54Z
15932,The Citizens Bank,www.tcbsc.bank,1164386,1034963,3311,Olanta,South Carolina,26,Tier 2: Regional Bank,2026-06-26T14:42:54Z
15939,Peoples State Bank,www.psbrocksprings.com,142614,129422,625,Rocksprings,Texas,2,Tier 1: Community Bank,2026-06-26T14:42:54Z
15945,Forest Park National Bank and Trust Company,www.forestparkbank.com,320396,286590,748,Forest Park,Illinois,2,Tier 1: Community Bank,2026-06-26T14:42:54Z
15947,Iowa State Bank,http://www.iowastatebank.com,389576,337466,2964,Clarksville,Iowa,3,Tier 1: Community Bank,2026-06-26T14:42:54Z
15953,Guaranty Bank and Trust Company,www.gbtonline.com,3011349,2650011,6755,Belzoni,Mississippi,43,Tier 2: Regional Bank,2026-06-26T14:42:54Z
15966,Fulton Savings Bank,www.fultonsavings.com,493036,282164,879,Fulton,New York,6,Tier 1: Community Bank,2026-06-26T14:42:54Z
15969,Rondout Savings Bank,www.rondoutbank.com,510424,443374,192,Kingston,New York,5,Tier 1: Community Bank,2026-06-26T14:42:54Z
15970,Ulster Savings Bank,www.ulstersavings.com,1371883,1219998,2047,Kingston,New York,15,Tier 2: Regional Bank,2026-06-26T14:42:54Z
15987,Walden Savings Bank,www.waldensavings.bank,977293,804593,2680,Montgomery,New York,11,Tier 1: Community Bank,2026-06-26T14:42:54Z
15990,Watertown Savings Bank,www.watersavingsbank.com,970247,787879,4526,Watertown,New York,10,Tier 1: Community Bank,2026-06-26T14:42:54Z
160,Exchange Bank,www.exch.bank,414288,364408,-3445,Milledgeville,Georgia,5,Tier 1: Community Bank,2026-06-26T14:42:54Z
1600,First Farmers & Merchants State Bank,www.ffmbank.com,96583,86693,221,Brownsdale,Minnesota,2,Tier 1: Community Bank,2026-06-26T14:42:54Z
16026,Ridgewood Savings Bank,www.ridgewoodbank.com,7540183,6011805,9700,Ridgewood,New York,38,Tier 2: Regional Bank,2026-06-26T14:42:54Z
16030,The North Country Savings Bank,northcountrysavings.bank,365957,291945,1115,Canton,New York,8,Tier 1: Community Bank,2026-06-26T14:42:54Z
16032,Rhinebeck Bank,www.rhinebeckbank.com,1284609,1119598,2530,Rhinebeck,New York,16,Tier 2: Regional Bank,2026-06-26T14:42:54Z
16039,Sawyer Savings Bank,www.SawyerSavings.bank,278821,228518,212,Saugerties,New York,4,Tier 1: Community Bank,2026-06-26T14:42:54Z
1604,Security Bank USA,www.SecurityBankusa.com,275649,249898,1244,Bemidji,Minnesota,2,Tier 1: Community Bank,2026-06-26T14:42:54Z
16040,Generations Bank,www.mygenbank.com,347125,297847,-4318,Seneca Falls,New York,1,Tier 1: Community Bank,2026-06-26T14:42:54Z
16068,Apple Bank,www.applebank.com,19231898,15783666,13027,New York,New York,79,Tier 3: Super-Regional Bank,2026-06-26T14:42:54Z
1607,The Bank of Elk River,www.thebankofelkriver.com,714696,659656,1188,Elk River,Minnesota,4,Tier 1: Community Bank,2026-06-26T14:42:54Z
16075,Rayne State Bank & Trust Company,www.bankonnet.bank,573813,516856,2692,Rayne,Louisiana,7,Tier 1: Community Bank,2026-06-26T14:42:54Z
16079,York State Bank,www.yorkstatebank.com,204221,171893,1090,York,Nebraska,4,Tier 1: Community Bank,2026-06-26T14:42:54Z
16094,The Exchange State Bank,www.exchangestatebank.net,54915,50149,120,Springville,Iowa,2,Tier 1: Community Bank,2026-06-26T14:42:54Z
1610,The State Bank of Faribault,www.tsbf.com,323153,296570,924,Faribault,Minnesota,3,Tier 1: Community Bank,2026-06-26T14:42:54Z
16101,The Milford Bank,www.milfordbank.com,652672,513650,1050,Milford,Connecticut,6,Tier 1: Community Bank,2026-06-26T14:42:54Z
1611,"Carroll County Trust Company of Carrollton, Missouri",www.cctconline.com,207651,179493,182,Carrollton,Missouri,4,Tier 1: Community Bank,2026-06-26T14:42:54Z
16111,Highland Bank,www.highland.bank,769765,670568,568,Saint Paul,Minnesota,8,Tier 1: Community Bank,2026-06-26T14:42:54Z
16114,Farmers State Bank & Trust Co.,www.farmers24.com,174173,159596,794,Church Point,Louisiana,5,Tier 1: Community Bank,2026-06-26T14:42:54Z
16116,Nebraska Bank,www.ne.bank,509370,427874,1420,Dodge,Nebraska,10,Tier 1: Community Bank,2026-06-26T14:42:54Z
1612,Sherwood Community Bank,www.sherwoodbank.com,77742,71679,245,Creighton,Missouri,4,Tier 1: Community Bank,2026-06-26T14:42:54Z
16120,"The Riley State Bank of Riley, Kansas",www.rileystatebank.com,130343,113766,514,Riley,Kansas,4,Tier 1: Community Bank,2026-06-26T14:42:54Z
16125,The Eastern Colorado Bank,www.yourfriendlybank.com,716298,604767,2228,Cheyenne Wells,Colorado,8,Tier 1: Community Bank,2026-06-26T14:42:54Z
16126,Citizens Bank of the Midwest,www.cbmw.bank,249368,207936,689,Rolla,Missouri,3,Tier 1: Community Bank,2026-06-26T14:42:54Z
16127,FNB Community Bank,www.fnbmwc.com,496309,446280,1216,Midwest City,Oklahoma,7,Tier 1: Community Bank,2026-06-26T14:42:54Z
16130,First National Bank Alaska,http://www.fnbalaska.com,5083974,3710395,21169,Anchorage,Alaska,27,Tier 2: Regional Bank,2026-06-26T14:42:54Z
16151,State Bank,www.statebankspencer.com,75518,68865,98,Spencer,Iowa,3,Tier 1: Community Bank,2026-06-26T14:42:54Z
16152,The Peoples Bank,www.peoples1943.com,273318,239182,1088,Eatonton,Georgia,2,Tier 1: Community Bank,2026-06-26T14:42:54Z
16154,Bank of Elgin,www.bankofelgin.com,83957,72208,451,Elgin,Nebraska,1,Tier 1: Community Bank,2026-06-26T14:42:54Z
1616,Exchange Bank of Missouri,www.ebmo.com,447040,403044,3001,Fayette,Missouri,6,Tier 1: Community Bank,2026-06-26T14:42:54Z
16160,Waukesha State Bank,WWW.WAUKESHABANK.COM,1633576,1267880,8199,Waukesha,Wisconsin,15,Tier 2: Regional Bank,2026-06-26T14:42:54Z
16161,"Campbell County Bank, Inc.",http://campbellcountybank.com,247069,203177,1292,Herreid,South Dakota,4,Tier 1: Community Bank,2026-06-26T14:42:54Z
16162,First State Bank of the Ozarks,www.fsbozk.com,242736,215077,733,Purdy,Missouri,5,Tier 1: Community Bank,2026-06-26T14:42:54Z
16167,Bank419,www.metamorabank.com,100155,88903,156,Metamora,Ohio,3,Tier 1: Community Bank,2026-06-26T14:42:54Z
1617,The Bank of Missouri,WWW.BANKOFMISSOURI.COM,4236274,3613645,9022,Perryville,Missouri,31,Tier 2: Regional Bank,2026-06-26T14:42:54Z
16175,West Alabama Bank & Trust,www.wabt.com,928249,808099,3077,Reform,Alabama,16,Tier 1: Community Bank,2026-06-26T14:42:54Z
16176,Johnson City Bank,www.j-cbank.com,148793,130739,536,Johnson City,Texas,1,Tier 1: Community Bank,2026-06-26T14:42:54Z
16177,First State Bank,www.stuartbank.com,130339,114840,364,Stuart,Iowa,4,Tier 1: Community Bank,2026-06-26T14:42:54Z
16185,"The Samson Banking Company, Inc.",http://www.samsonbanking.com,121359,103169,456,Samson,Alabama,2,Tier 1: Community Bank,2026-06-26T14:42:54Z
16191,Stockman Bank of Montana,www.stockmanbank.com,7678230,6322236,37066,Miles City,Montana,47,Tier 2: Regional Bank,2026-06-26T14:42:54Z
16198,Mason City National Bank,onlinebanking.masoncitynationalbank.com,88491,77415,343,Mason City,Illinois,1,Tier 1: Community Bank,2026-06-26T14:42:54Z
16201,Bank of Wolcott,http://www.bankofwolcott.com,278826,233734,1064,Wolcott,Indiana,3,Tier 1: Community Bank,2026-06-26T14:42:54Z
16216,The Farmers & Merchants Bank,www.gofm.bank,1991136,1706856,5189,Stuttgart,Arkansas,21,Tier 2: Regional Bank,2026-06-26T14:42:54Z
1622,First Security Bank,WWW.FIRSTSECURITYBANKMO.COM,61922,56938,145,Union Star,Missouri,2,Tier 1: Community Bank,2026-06-26T14:42:54Z
16221,Reliabank Dakota,www.reliabank.com,757767,638106,2388,Estelline,South Dakota,10,Tier 1: Community Bank,2026-06-26T14:42:54Z
16222,The Sherwood State Bank,www.sherwood.bank,106007,87991,184,Sherwood,Ohio,4,Tier 1: Community Bank,2026-06-26T14:42:54Z
16231,Dakota Heritage Bank,www.dhb.bank,418263,378499,2127,Hunter,North Dakota,11,Tier 1: Community Bank,2026-06-26T14:42:54Z
16243,Bank of Eastern Oregon,www.beobank.com,960329,849014,3995,Heppner,Oregon,22,Tier 1: Community Bank,2026-06-26T14:42:54Z
16246,Commercial Banking Company,www.cbcbank.com,408851,363258,1973,Valdosta,Georgia,5,Tier 1: Community Bank,2026-06-26T14:42:54Z
16247,Neighbors Bank,www.neighborsbank.com,113590,86784,-1151,Clarence,Missouri,1,Tier 1: Community Bank,2026-06-26T14:42:54Z
16249,Devon Bank,www.DevonBank.com,436106,280092,-373,Chicago,Illinois,3,Tier 1: Community Bank,2026-06-26T14:42:54Z
16250,Marquette Bank,www.emarquettebank.com,2125608,1771846,3498,Chicago,Illinois,22,Tier 2: Regional Bank,2026-06-26T14:42:54Z
16265,Peoples Bank,www.peoples-ebank.com,1221907,1033624,6073,Rock Valley,Iowa,10,Tier 2: Regional Bank,2026-06-26T14:42:54Z
16275,The Citizens Bank of Cochran,www.citizensbankcochran.com,205414,173885,994,Cochran,Georgia,2,Tier 1: Community Bank,2026-06-26T14:42:54Z
16276,"Constitution Bank, National Association",www.constitutionbank.com,678934,615810,2025,Hillsboro,Illinois,14,Tier 1: Community Bank,2026-06-26T14:42:54Z
16281,First City Bank,www.bankoflumbercity.com,23941,20823,-112,Alpharetta,Georgia,1,Tier 1: Community Bank,2026-06-26T14:42:54Z
16282,Bank of Bearden,www.bankofbearden.com,62420,55680,311,Bearden,Arkansas,1,Tier 1: Community Bank,2026-06-26T14:42:54Z
16283,South Coast Bank & Trust,www.southcoast.bank,268178,239131,1004,Brunswick,Georgia,2,Tier 1: Community Bank,2026-06-26T14:42:54Z
16288,Southern Bank,www.thesouthern.bank,400195,346935,89,Spartanburg,South Carolina,8,Tier 1: Community Bank,2026-06-26T14:42:54Z
16307,Manufacturers Bank & Trust Company,www.mbtbank.bank,727847,630075,2116,Forest City,Iowa,9,Tier 1: Community Bank,2026-06-26T14:42:54Z
16318,Marseilles Bank,www.marseillesbank.com,78685,69221,56,Marseilles,Illinois,2,Tier 1: Community Bank,2026-06-26T14:42:54Z
16330,Battle Creek State Bank,http://www.battlecreekstatebank.com,64175,54344,164,Battle Creek,Nebraska,2,Tier 1: Community Bank,2026-06-26T14:42:54Z
16332,First State Bank and Trust,www.fsbcorp.com,506994,459482,2076,Monticello,Illinois,10,Tier 1: Community Bank,2026-06-26T14:42:54Z
16333,First State Bank,www.fsbloomis.com,227299,194791,1812,Loomis,Nebraska,4,Tier 1: Community Bank,2026-06-26T14:42:54Z
16334,First State Bank of Odem,www.fsbodem.com,215136,184443,1470,Odem,Texas,5,Tier 1: Community Bank,2026-06-26T14:42:54Z
16339,The Tri-County Bank,www.tricountybank.com,233541,212048,523,Stuart,Nebraska,6,Tier 1: Community Bank,2026-06-26T14:42:54Z
16344,The State Bank of Pearl City,www.pearlcitybank.com,68280,60656,180,Pearl City,Illinois,2,Tier 1: Community Bank,2026-06-26T14:42:54Z
16363,Capra Bank,WWW.CAPRABANK.COM,1233361,1043164,3651,Dubuque,Iowa,7,Tier 2: Regional Bank,2026-06-26T14:42:54Z
16369,The Citizens Bank,www.tcbenterprise.com,250704,207301,566,Enterprise,Alabama,2,Tier 1: Community Bank,2026-06-26T14:42:54Z
16370,The Hicksville Bank,www.thb.bank,226662,203924,309,Hicksville,Ohio,5,Tier 1: Community Bank,2026-06-26T14:42:54Z
16386,Brantley Bank and Trust Company,www.brantleybank.com,122309,111670,215,Brantley,Alabama,4,Tier 1: Community Bank,2026-06-26T14:42:54Z
16389,Bank of Travelers Rest,www.bankoftravelersrest.com,1602060,1430674,7555,Travelers Rest,South Carolina,10,Tier 2: Regional Bank,2026-06-26T14:42:54Z
1639,FCNB Bank,www.fcnb.com,216280,192292,300,Steelville,Missouri,6,Tier 1: Community Bank,2026-06-26T14:42:54Z
16394,Table Grove State Bank,www.tgsbank.com,47824,42097,-52,Table Grove,Illinois,1,Tier 1: Community Bank,2026-06-26T14:42:54Z
16396,Lafayette State Bank,www.lafayettestate.bank,245529,222913,806,Mayo,Florida,4,Tier 1: Community Bank,2026-06-26T14:42:54Z
16402,The Bennington State Bank,www.bsbks.com,1249914,1056270,7288,Salina,Kansas,15,Tier 2: Regional Bank,2026-06-26T14:42:54Z
16410,Andover State Bank,www.goasb.com,233683,210021,610,Andover,Kansas,2,Tier 1: Community Bank,2026-06-26T14:42:54Z
16413,Bank of Stronghurst,www.bankofstronghurst.com,86713,76889,95,Stronghurst,Illinois,3,Tier 1: Community Bank,2026-06-26T14:42:54Z
16416,"FSNB, National Association",www.fsnb.com,471240,377678,3304,Lawton,Oklahoma,68,Tier 1: Community Bank,2026-06-26T14:42:54Z
16417,Citizens Bank & Trust Company,www.cbtbanking.com,188414,167320,350,Covington,Louisiana,5,Tier 1: Community Bank,2026-06-26T14:42:54Z
16418,BankSouth,www.banksouth.com,1617776,1399194,5854,Greensboro,Georgia,10,Tier 2: Regional Bank,2026-06-26T14:42:54Z
16436,Centera Bank,www.centerabank.com,328336,301833,1243,Sublette,Kansas,6,Tier 1: Community Bank,2026-06-26T14:42:54Z
16440,Farmers and Merchants Bank,www.fmbanksylvania.com,172134,147637,847,Sylvania,Georgia,3,Tier 1: Community Bank,2026-06-26T14:42:54Z
16448,Security State Bank,https://www.bankwithsecurity.com,99885,92043,248,Alexandria,South Dakota,3,Tier 1: Community Bank,2026-06-26T14:42:54Z
16450,Busey Bank,www.busey.com,18012163,14831408,54727,Champaign,Illinois,81,Tier 3: Super-Regional Bank,2026-06-26T14:42:54Z
16453,Whitesville State Bank,www.whitesvillesb.com,135832,124804,174,Whitesville,West Virginia,5,Tier 1: Community Bank,2026-06-26T14:42:54Z
16464,Merchants & Planters' Bank,http://www.mandp.bank,347579,309950,713,Newport,Arkansas,12,Tier 1: Community Bank,2026-06-26T14:42:54Z
16470,Jefferson Bank,www.jeffersonbank.com,2794851,2530809,7636,San Antonio,Texas,13,Tier 2: Regional Bank,2026-06-26T14:42:54Z
16473,First Bank,www.first-bank..net,156491,121859,391,Sterling,Kansas,3,Tier 1: Community Bank,2026-06-26T14:42:54Z
16477,State Bank of Lakota,www.statebankoflakota.com,66262,59740,235,Lakota,North Dakota,1,Tier 1: Community Bank,2026-06-26T14:42:54Z
16501,"First Bankers Trust Company, National Association",www.firstbankers.com,1237837,1038070,2252,Quincy,Illinois,9,Tier 2: Regional Bank,2026-06-26T14:42:54Z
16539,Metairie Bank & Trust Company,http://www.METAIRIEBANK.COM,658342,580355,1974,Metairie,Louisiana,8,Tier 1: Community Bank,2026-06-26T14:42:54Z
1654,Ozark Bank,http://www.ozarkbank.com,349142,290130,1154,Ozark,Missouri,4,Tier 1: Community Bank,2026-06-26T14:42:54Z
16546,JD Bank,www.jdbank.com,1259278,1123894,3304,Jennings,Louisiana,25,Tier 2: Regional Bank,2026-06-26T14:42:54Z
16547,Bank Plus,www.bankplusiowa.com,151457,111367,407,Estherville,Iowa,4,Tier 1: Community Bank,2026-06-26T14:42:54Z
1655,The Bank of Old Monroe,www.bankofoldmonroe.com,994599,924215,4294,Old Monroe,Missouri,5,Tier 1: Community Bank,2026-06-26T14:42:54Z
16553,Elkhorn Valley Bank & Trust,www.evb.bank,1436345,1141775,5047,Norfolk,Nebraska,8,Tier 2: Regional Bank,2026-06-26T14:42:54Z
16571,BMO Bank National Association,www.bmo.com,251964731,193961053,732963,Chicago,Illinois,990,Tier 4: Enterprise System,2026-06-26T14:42:54Z
16581,Citizens State Bank,csbanton.com,81623,67683,137,Anton,Texas,3,Tier 1: Community Bank,2026-06-26T14:42:54Z
16583,State Bank of Burrton,www.statebankofburrtononline.com,9373,8456,14,Burrton,Kansas,1,Tier 1: Community Bank,2026-06-26T14:42:54Z
16584,Carver State Bank,www.carverstatebank.com,115170,97151,189,Savannah,Georgia,2,Tier 1: Community Bank,2026-06-26T14:42:54Z
16585,Vermont State Bank,https://www.vermontstatebank.com,31082,21692,534,Vermont,Illinois,1,Tier 1: Community Bank,2026-06-26T14:42:54Z
16595,CCB Community Bank,www.bankccb.com,666653,598992,3362,Andalusia,Alabama,5,Tier 1: Community Bank,2026-06-26T14:42:54Z
1660,Farmers and Merchants Bank of South Carolina,www.fmbsc.com,476231,414346,2451,Holly Hill,South Carolina,8,Tier 1: Community Bank,2026-06-26T14:42:54Z
16600,First State Bank,www.Socorrobanking.com,185736,158824,445,Socorro,New Mexico,4,Tier 1: Community Bank,2026-06-26T14:42:54Z
16601,Bank Northwest,www.banknw.com,219102,199632,1554,Hamilton,Missouri,6,Tier 1: Community Bank,2026-06-26T14:42:54Z
16603,The Peoples Bank,www.thepeoplesbank-ky.com,135207,119651,198,Marion,Kentucky,4,Tier 1: Community Bank,2026-06-26T14:42:54Z
16604,Bank Independent,www.bibank.com,2950523,2561362,6916,Sheffield,Alabama,34,Tier 2: Regional Bank,2026-06-26T14:42:54Z
16609,Rochelle State Bank,www.rochellestatebank.com,83344,76333,27,Rochelle,Georgia,1,Tier 1: Community Bank,2026-06-26T14:42:54Z
16612,FNB Picayune Bank,http://www.fnbop.com,279234,238035,2163,Picayune,Mississippi,7,Tier 1: Community Bank,2026-06-26T14:42:54Z
16629,ESB Financial,www.esbfinancial.com,392688,343371,1531,Emporia,Kansas,4,Tier 1: Community Bank,2026-06-26T14:42:54Z
16635,Luminate Bank,luminate.bank,517341,421011,4000,Minneapolis,Minnesota,2,Tier 1: Community Bank,2026-06-26T14:42:54Z
16636,The Torrington Savings Bank,www.torringtonsavings.bank,994023,796753,1458,Torrington,Connecticut,10,Tier 1: Community Bank,2026-06-26T14:42:54Z
16643,First State Bank,http://www.fsbjunction.com,60768,54730,248,Junction,Texas,1,Tier 1: Community Bank,2026-06-26T14:42:54Z
16652,Southwest Bank,www.southwest.bank,697697,617796,3437,Odessa,Texas,8,Tier 1: Community Bank,2026-06-26T14:42:54Z
16656,Security State Bank of Aitkin,http://www.ssbmn.com,109808,102173,237,Aitkin,Minnesota,4,Tier 1: Community Bank,2026-06-26T14:42:54Z
16659,Northeast Bank,www.nebankmn.com,838356,765165,3082,Minneapolis,Minnesota,3,Tier 1: Community Bank,2026-06-26T14:42:54Z
16664,The Paducah Bank and Trust Company,www.paducahbank.com,1015616,831599,5916,Paducah,Kentucky,6,Tier 2: Regional Bank,2026-06-26T14:42:54Z
16666,Itasca Bank & Trust Co.,http://www.itascabank.com,765484,686369,1990,Itasca,Illinois,2,Tier 1: Community Bank,2026-06-26T14:42:54Z
16667,Washington State Bank,www.washingtonstatebank.com,82918,74404,147,Washington,Illinois,1,Tier 1: Community Bank,2026-06-26T14:42:54Z
16689,Gibsland Bank & Trust Company,www.gbt.bank,575106,461320,2306,Gibsland,Louisiana,13,Tier 1: Community Bank,2026-06-26T14:42:54Z
16695,First State Bank,www.firstclassbanking.com,386025,341988,2237,Stratford,Texas,3,Tier 1: Community Bank,2026-06-26T14:42:54Z
16704,BANKWEST,www.bankwestmn.com,238435,216874,707,Rockford,Minnesota,3,Tier 1: Community Bank,2026-06-26T14:42:54Z
16707,South Central State Bank,http://www.southcentralstatebank.com,187950,156808,1168,Campbell,Nebraska,5,Tier 1: Community Bank,2026-06-26T14:42:54Z
16720,Western Bank,www.wbartesia.com,318721,283040,2313,Artesia,New Mexico,1,Tier 1: Community Bank,2026-06-26T14:42:54Z
16723,Carolina Bank & Trust Co.,www.carolinabank.net,830628,714093,3603,Lamar,South Carolina,14,Tier 1: Community Bank,2026-06-26T14:42:54Z
1673,1st Financial Bank USA,www.1fbusa.com,1333008,1023146,3522,Dakota Dunes,South Dakota,2,Tier 2: Regional Bank,2026-06-26T14:42:54Z
16733,North Star Bank,http://WWW.NORTHSTARBANK.COM,393730,356172,1525,Roseville,Minnesota,2,Tier 1: Community Bank,2026-06-26T14:42:54Z
16744,The Peoples State Bank,http://www.psbcherryvale.com,24144,17959,181,Cherryvale,Kansas,1,Tier 1: Community Bank,2026-06-26T14:42:54Z
1675,Richland State Bank,www.richlandstate.org,46211,41590,161,Bruce,South Dakota,1,Tier 1: Community Bank,2026-06-26T14:42:54Z
16752,National Bank of St. Anne,http://www.natbankil.com,144032,128037,375,St. Anne,Illinois,3,Tier 1: Community Bank,2026-06-26T14:42:54Z
16753,Citizens State Bank,http://www.csbtx.bank,1214543,1050158,4681,Somerville,Texas,7,Tier 2: Regional Bank,2026-06-26T14:42:54Z
16757,The Campbell & Fetter Bank,www.campbellfetterbank.com,353414,286400,722,Kendallville,Indiana,8,Tier 1: Community Bank,2026-06-26T14:42:54Z
1678,Plains Commerce Bank,www.plainscommerce.com,1346131,1069070,5292,Sioux Falls,South Dakota,8,Tier 2: Regional Bank,2026-06-26T14:42:54Z
16780,Great Oaks Bank,www.greatoaks.bank,423605,377790,1406,Richmond Hill,Georgia,6,Tier 1: Community Bank,2026-06-26T14:42:54Z
16788,Union State Bank,www.unionstbank.com,73853,65796,308,Uniontown,Kansas,2,Tier 1: Community Bank,2026-06-26T14:42:54Z
16795,All Capital Bank,www.banklg.com,178502,151342,759,Locust Grove,Oklahoma,2,Tier 1: Community Bank,2026-06-26T14:42:54Z
16810,Farmers and Merchants Bank,www.bankfmb.com,1040772,878052,2214,Milford,Nebraska,12,Tier 2: Regional Bank,2026-06-26T14:42:54Z
16817,Citizens Bank,http://WWW.CITIZENSBANKTX.COM,495119,444244,1063,Kilgore,Texas,11,Tier 1: Community Bank,2026-06-26T14:42:54Z
